CookerStat, GenerateAssetRegistry=0.023320, Initialize=0.144254, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
DDCTransactionIdD311AF1B4EB68362E8AF44BC7806C22C_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C984A14B4C828F52416BF6A1089FF50__2794303F918EAFB779BD9DD2CC4A1B497CF7F231, StartTime=2016.05.27-14.19.14, HierarchicalDDC=, DataSize=840, Duration=27.457808, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_50, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=2.175130, FlushAsyncLoading=0.003997, FlushStreamingFunc=0.060298, BlockTillAllRequestsFinished=0.004999, ResetLoadersForSaveUnMarkAllObjects=0.161577, TagPackageExports=13.109747, BeginCacheForCookedPlatformData=0.008997, SerializeImports=14.309749, GatherLocalizableTextData=14.659219, MarkNames=0.088286, SerializeSummary=0.016991, SerializeNames=0.297170, SerializeGatherableTextData=0.113603, BuildExportMap=0.214547, SortExportsNonSeekfree=1.950588, SortExportsSeekfreeConstructor=0.079289, SortExportsSeekfreeInner=13.678432, SortExportsSeekfree=0.006996, BuildDependencyMap=0.106607, SerializeImportMap=0.020653, SerializeExportMap=0.059303, SerializeDependencyMap=0.035983, SerializeStringAssetReferenceMap=0.003997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.495507, SerializeExports=18.173277, SerializeBulkData=0.010327, MoveFile=1.532484, UnaccountedTime=1.434538, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_51, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=7.107731, FlushAsyncLoading=0.012662, FlushStreamingFunc=0.069626, BlockTillAllRequestsFinished=0.008330, ResetLoadersForSaveUnMarkAllObjects=0.215214, TagPackageExports=29.856150, BeginCacheForCookedPlatformData=0.007994, SerializeImports=29.989071, GatherLocalizableTextData=19.336302, MarkNames=0.125263, SerializeSummary=0.017326, SerializeNames=0.353802, SerializeGatherableTextData=0.184234, BuildExportMap=0.273846, SortExportsNonSeekfree=4.010115, SortExportsSeekfreeConstructor=0.076290, SortExportsSeekfreeInner=32.912457, SortExportsSeekfree=0.009663, BuildDependencyMap=0.191893, SerializeImportMap=0.019658, SerializeExportMap=0.108272, SerializeDependencyMap=0.024319, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.146261, SerializeExports=45.202984, SerializeBulkData=0.012659, MoveFile=10.986588, UnaccountedTime=1.474183, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_52, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=2.216440, FlushAsyncLoading=0.003330, FlushStreamingFunc=0.064299, BlockTillAllRequestsFinished=0.006665, ResetLoadersForSaveUnMarkAllObjects=0.154912, TagPackageExports=30.001402, BeginCacheForCookedPlatformData=0.007994, SerializeImports=28.659809, GatherLocalizableTextData=18.566725, MarkNames=0.135593, SerializeSummary=0.016991, SerializeNames=0.346143, SerializeGatherableTextData=0.193559, BuildExportMap=0.287842, SortExportsNonSeekfree=4.239984, SortExportsSeekfreeConstructor=0.136591, SortExportsSeekfreeInner=33.216621, SortExportsSeekfree=0.010993, BuildDependencyMap=0.262856, SerializeImportMap=0.018656, SerializeExportMap=0.116270, SerializeDependencyMap=0.027318, SerializeStringAssetReferenceMap=0.003330, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.143929, SerializeExports=38.280815, SerializeBulkData=0.012327, MoveFile=2.864413, UnaccountedTime=2.014887, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_53, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/UI_Debug_ChangeSensitivity_Auto8.uasset, AutoPackageBackupDelegate=6.041654, FlushAsyncLoading=0.010662, FlushStreamingFunc=0.082288, BlockTillAllRequestsFinished=0.011329, ResetLoadersForSaveUnMarkAllObjects=0.303831, TagPackageExports=20.130526, BeginCacheForCookedPlatformData=0.007663, SerializeImports=24.091669, GatherLocalizableTextData=22.879339, MarkNames=0.224877, SerializeSummary=0.024986, SerializeNames=0.370797, SerializeGatherableTextData=0.186894, BuildExportMap=0.250529, SortExportsNonSeekfree=4.171357, SortExportsSeekfreeConstructor=0.090618, SortExportsSeekfreeInner=23.988392, SortExportsSeekfree=0.010662, BuildDependencyMap=0.181567, SerializeImportMap=0.023987, SerializeExportMap=0.094611, SerializeDependencyMap=0.023987, SerializeStringAssetReferenceMap=0.003330, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.370022, SerializeExports=33.240608, SerializeBulkData=0.013325, MoveFile=2.004560, UnaccountedTime=0.350803, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_54, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=6.078303, FlushAsyncLoading=0.044640, FlushStreamingFunc=0.097282, BlockTillAllRequestsFinished=0.007663, ResetLoadersForSaveUnMarkAllObjects=0.188895, TagPackageExports=23.101217, BeginCacheForCookedPlatformData=0.007663, SerializeImports=24.551083, GatherLocalizableTextData=21.888218, MarkNames=0.113271, SerializeSummary=0.018325, SerializeNames=0.295501, SerializeGatherableTextData=0.168242, BuildExportMap=0.230540, SortExportsNonSeekfree=4.534491, SortExportsSeekfreeConstructor=0.102278, SortExportsSeekfreeInner=23.442694, SortExportsSeekfree=0.007663, BuildDependencyMap=0.173904, SerializeImportMap=0.021320, SerializeExportMap=0.091285, SerializeDependencyMap=0.021655, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.385013, SerializeExports=31.062481, SerializeBulkData=0.009995, MoveFile=2.273407, UnaccountedTime=1.379237, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_55, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/UI_Debug_ChangeSensitivity_Auto9.uasset, AutoPackageBackupDelegate=6.950822, FlushAsyncLoading=0.012323, FlushStreamingFunc=0.067633, BlockTillAllRequestsFinished=0.007994, ResetLoadersForSaveUnMarkAllObjects=0.230871, TagPackageExports=28.620832, BeginCacheForCookedPlatformData=0.008326, SerializeImports=33.481144, GatherLocalizableTextData=31.511564, MarkNames=0.204884, SerializeSummary=0.023987, SerializeNames=0.432763, SerializeGatherableTextData=0.301499, BuildExportMap=0.396781, SortExportsNonSeekfree=5.554259, SortExportsSeekfreeConstructor=0.139255, SortExportsSeekfreeInner=27.397175, SortExportsSeekfree=0.008997, BuildDependencyMap=0.186231, SerializeImportMap=0.027649, SerializeExportMap=0.120603, SerializeDependencyMap=0.022989, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.684515, SerializeExports=36.859600, SerializeBulkData=0.011329, MoveFile=36.598751, UnaccountedTime=0.301164, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_56, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=4.589126, FlushAsyncLoading=0.003666, FlushStreamingFunc=0.058632, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.160579, TagPackageExports=22.164068, BeginCacheForCookedPlatformData=0.005662, SerializeImports=26.168186, GatherLocalizableTextData=23.379732, MarkNames=0.103943, SerializeSummary=0.016991, SerializeNames=0.328816, SerializeGatherableTextData=0.176236, BuildExportMap=0.272848, SortExportsNonSeekfree=3.984131, SortExportsSeekfreeConstructor=0.074625, SortExportsSeekfreeInner=26.439369, SortExportsSeekfree=0.011329, BuildDependencyMap=0.231206, SerializeImportMap=0.023987, SerializeExportMap=0.100609, SerializeDependencyMap=0.025321, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.854086, SerializeExports=34.401966, SerializeBulkData=0.011660, MoveFile=1.292620, UnaccountedTime=1.307275, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_57, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=2.357028, FlushAsyncLoading=0.002999, FlushStreamingFunc=0.065297, BlockTillAllRequestsFinished=0.006329, ResetLoadersForSaveUnMarkAllObjects=0.160579, TagPackageExports=21.946192, BeginCacheForCookedPlatformData=0.006661, SerializeImports=25.284342, GatherLocalizableTextData=24.294224, MarkNames=0.114270, SerializeSummary=0.017326, SerializeNames=0.318158, SerializeGatherableTextData=0.255190, BuildExportMap=0.268850, SortExportsNonSeekfree=3.961478, SortExportsSeekfreeConstructor=0.014655, SortExportsSeekfreeInner=26.732210, SortExportsSeekfree=0.007994, BuildDependencyMap=0.185233, SerializeImportMap=0.025317, SerializeExportMap=0.123266, SerializeDependencyMap=0.023987, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.758473, SerializeExports=33.627392, SerializeBulkData=0.012662, MoveFile=1.214661, UnaccountedTime=0.338480, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_58, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=153.137604, FlushAsyncLoading=0.015322, FlushStreamingFunc=0.074960, BlockTillAllRequestsFinished=0.006665, ResetLoadersForSaveUnMarkAllObjects=0.201888, TagPackageExports=31.283024, BeginCacheForCookedPlatformData=0.009328, SerializeImports=32.503681, GatherLocalizableTextData=20.892773, MarkNames=0.155248, SerializeSummary=0.018656, SerializeNames=0.380792, SerializeGatherableTextData=0.189561, BuildExportMap=0.319157, SortExportsNonSeekfree=5.570583, SortExportsSeekfreeConstructor=0.085954, SortExportsSeekfreeInner=35.871819, SortExportsSeekfree=0.010327, BuildDependencyMap=0.247862, SerializeImportMap=0.036314, SerializeExportMap=0.210550, SerializeDependencyMap=0.043977, SerializeStringAssetReferenceMap=0.003666, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.550148, SerializeExports=49.356689, SerializeBulkData=0.014994, MoveFile=2.741814, UnaccountedTime=1.423880, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_59, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=6.754596, FlushAsyncLoading=0.009995, FlushStreamingFunc=0.070959, BlockTillAllRequestsFinished=0.007998, ResetLoadersForSaveUnMarkAllObjects=0.173237, TagPackageExports=33.765648, BeginCacheForCookedPlatformData=0.008661, SerializeImports=35.366768, GatherLocalizableTextData=34.703796, MarkNames=0.134926, SerializeSummary=0.018325, SerializeNames=0.325818, SerializeGatherableTextData=0.184897, BuildExportMap=0.278845, SortExportsNonSeekfree=4.291959, SortExportsSeekfreeConstructor=0.096947, SortExportsSeekfreeInner=34.900021, SortExportsSeekfree=0.010662, BuildDependencyMap=0.203889, SerializeImportMap=0.039645, SerializeExportMap=0.172570, SerializeDependencyMap=0.024319, SerializeStringAssetReferenceMap=0.002667, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.823770, SerializeExports=40.309032, SerializeBulkData=0.016656, MoveFile=1.885958, UnaccountedTime=1.410220, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_60, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=2.523936, FlushAsyncLoading=0.003330, FlushStreamingFunc=0.056304, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.156246, TagPackageExports=22.405270, BeginCacheForCookedPlatformData=0.006661, SerializeImports=26.442036, GatherLocalizableTextData=24.138975, MarkNames=0.125598, SerializeSummary=0.017989, SerializeNames=0.338148, SerializeGatherableTextData=0.174571, BuildExportMap=0.279177, SortExportsNonSeekfree=3.943820, SortExportsSeekfreeConstructor=0.076290, SortExportsSeekfreeInner=25.054134, SortExportsSeekfree=0.007998, BuildDependencyMap=0.179566, SerializeImportMap=0.023320, SerializeExportMap=0.106275, SerializeDependencyMap=0.023652, SerializeStringAssetReferenceMap=0.003334, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.912052, SerializeExports=34.376980, SerializeBulkData=0.011995, MoveFile=1.502167, UnaccountedTime=1.318604, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_61, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=3.787905, FlushAsyncLoading=0.006661, FlushStreamingFunc=0.068631, BlockTillAllRequestsFinished=0.005327, ResetLoadersForSaveUnMarkAllObjects=0.159580, TagPackageExports=23.617264, BeginCacheForCookedPlatformData=0.007998, SerializeImports=28.426603, GatherLocalizableTextData=26.700891, MarkNames=0.138257, SerializeSummary=0.018992, SerializeNames=0.333481, SerializeGatherableTextData=0.174236, BuildExportMap=0.271518, SortExportsNonSeekfree=4.522163, SortExportsSeekfreeConstructor=0.094950, SortExportsSeekfreeInner=30.992184, SortExportsSeekfree=0.012990, BuildDependencyMap=0.222545, SerializeImportMap=0.026651, SerializeExportMap=0.103276, SerializeDependencyMap=0.027649, SerializeStringAssetReferenceMap=0.004333, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.023993, SerializeExports=34.814735, SerializeBulkData=0.012662, MoveFile=2.401672, UnaccountedTime=1.407552, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_62, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=2.836429, FlushAsyncLoading=0.006665, FlushStreamingFunc=0.132591, BlockTillAllRequestsFinished=0.007998, ResetLoadersForSaveUnMarkAllObjects=0.182230, TagPackageExports=24.669685, BeginCacheForCookedPlatformData=0.006996, SerializeImports=28.596840, GatherLocalizableTextData=28.690126, MarkNames=0.133593, SerializeSummary=0.016656, SerializeNames=0.345476, SerializeGatherableTextData=0.185564, BuildExportMap=0.272851, SortExportsNonSeekfree=4.419554, SortExportsSeekfreeConstructor=0.119932, SortExportsSeekfreeInner=30.378859, SortExportsSeekfree=0.013992, BuildDependencyMap=0.313491, SerializeImportMap=0.031646, SerializeExportMap=0.158913, SerializeDependencyMap=0.043977, SerializeStringAssetReferenceMap=0.005331, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.334489, SerializeExports=39.195641, SerializeBulkData=0.010997, MoveFile=1.607113, UnaccountedTime=1.915272, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_63, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/UI_Debug_ChangeSensitivity_Auto0.uasset, AutoPackageBackupDelegate=4.955258, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.064299, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.167906, TagPackageExports=26.351088, BeginCacheForCookedPlatformData=0.009660, SerializeImports=27.104006, GatherLocalizableTextData=24.344862, MarkNames=0.139255, SerializeSummary=0.018992, SerializeNames=0.347473, SerializeGatherableTextData=0.178568, BuildExportMap=0.272848, SortExportsNonSeekfree=4.586462, SortExportsSeekfreeConstructor=0.094950, SortExportsSeekfreeInner=25.693115, SortExportsSeekfree=0.007331, BuildDependencyMap=0.207551, SerializeImportMap=0.027984, SerializeExportMap=0.102609, SerializeDependencyMap=0.024986, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.162581, SerializeExports=34.833057, SerializeBulkData=0.013992, MoveFile=1.447532, UnaccountedTime=0.446420, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_64, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=3.367469, FlushAsyncLoading=0.005998, FlushStreamingFunc=0.064962, BlockTillAllRequestsFinished=0.005331, ResetLoadersForSaveUnMarkAllObjects=0.166576, TagPackageExports=23.574289, BeginCacheForCookedPlatformData=0.008661, SerializeImports=29.701900, GatherLocalizableTextData=27.017715, MarkNames=0.146251, SerializeSummary=0.018325, SerializeNames=0.355802, SerializeGatherableTextData=0.186566, BuildExportMap=0.275511, SortExportsNonSeekfree=4.321944, SortExportsSeekfreeConstructor=0.087284, SortExportsSeekfreeInner=30.410505, SortExportsSeekfree=0.010327, BuildDependencyMap=0.215217, SerializeImportMap=0.026651, SerializeExportMap=0.103943, SerializeDependencyMap=0.024986, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.050644, SerializeExports=33.458485, SerializeBulkData=0.012994, MoveFile=1.527157, UnaccountedTime=1.445532, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_65, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=6.324500, FlushAsyncLoading=0.015993, FlushStreamingFunc=0.081953, BlockTillAllRequestsFinished=0.008997, ResetLoadersForSaveUnMarkAllObjects=0.262521, TagPackageExports=31.611509, BeginCacheForCookedPlatformData=0.009663, SerializeImports=44.398430, GatherLocalizableTextData=32.038937, MarkNames=0.170238, SerializeSummary=0.020657, SerializeNames=0.337481, SerializeGatherableTextData=0.192892, BuildExportMap=0.279844, SortExportsNonSeekfree=5.899403, SortExportsSeekfreeConstructor=0.123266, SortExportsSeekfreeInner=30.992851, SortExportsSeekfree=0.011325, BuildDependencyMap=0.214215, SerializeImportMap=0.026651, SerializeExportMap=0.103611, SerializeDependencyMap=0.023987, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.853755, SerializeExports=36.957882, SerializeBulkData=0.014659, MoveFile=1.463857, UnaccountedTime=1.501501, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_66, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=2.841763, FlushAsyncLoading=0.005994, FlushStreamingFunc=0.081621, BlockTillAllRequestsFinished=0.006333, ResetLoadersForSaveUnMarkAllObjects=0.164241, TagPackageExports=29.617275, BeginCacheForCookedPlatformData=0.008330, SerializeImports=29.023607, GatherLocalizableTextData=30.176304, MarkNames=0.138257, SerializeSummary=0.017989, SerializeNames=0.328816, SerializeGatherableTextData=0.186898, BuildExportMap=0.274848, SortExportsNonSeekfree=4.421219, SortExportsSeekfreeConstructor=0.079289, SortExportsSeekfreeInner=30.566420, SortExportsSeekfree=0.008661, BuildDependencyMap=0.204220, SerializeImportMap=0.028651, SerializeExportMap=0.105273, SerializeDependencyMap=0.023983, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.771467, SerializeExports=40.223743, SerializeBulkData=0.010662, MoveFile=1.686733, UnaccountedTime=1.422215, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_67, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/UI_Debug_ChangeSensitivity.uasset, AutoPackageBackupDelegate=24.982843, FlushAsyncLoading=0.014994, FlushStreamingFunc=0.060964, BlockTillAllRequestsFinished=0.006329, ResetLoadersForSaveUnMarkAllObjects=0.247862, TagPackageExports=23.787170, BeginCacheForCookedPlatformData=0.009995, SerializeImports=27.271576, GatherLocalizableTextData=25.533539, MarkNames=0.140589, SerializeSummary=0.018321, SerializeNames=0.331484, SerializeGatherableTextData=0.212550, BuildExportMap=0.345141, SortExportsNonSeekfree=4.019778, SortExportsSeekfreeConstructor=0.079956, SortExportsSeekfreeInner=30.138657, SortExportsSeekfree=0.011660, BuildDependencyMap=0.211880, SerializeImportMap=0.042312, SerializeExportMap=0.159577, SerializeDependencyMap=0.025652, SerializeStringAssetReferenceMap=0.003330, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.227547, SerializeExports=41.388103, SerializeBulkData=0.036310, MoveFile=2.000227, UnaccountedTime=1.731042, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_68, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto1.uasset, AutoPackageBackupDelegate=119.365288, FlushAsyncLoading=0.017989, FlushStreamingFunc=0.087950, BlockTillAllRequestsFinished=0.012659, ResetLoadersForSaveUnMarkAllObjects=0.308830, TagPackageExports=36.335560, BeginCacheForCookedPlatformData=0.008997, SerializeImports=37.791088, GatherLocalizableTextData=22.664457, MarkNames=0.158247, SerializeSummary=0.019323, SerializeNames=0.388451, SerializeGatherableTextData=0.215217, BuildExportMap=0.339143, SortExportsNonSeekfree=5.767144, SortExportsSeekfreeConstructor=0.098612, SortExportsSeekfreeInner=34.272701, SortExportsSeekfree=0.009663, BuildDependencyMap=0.218876, SerializeImportMap=0.023320, SerializeExportMap=0.118271, SerializeDependencyMap=0.053972, SerializeStringAssetReferenceMap=0.004664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.496062, SerializeExports=46.694500, SerializeBulkData=0.012990, MoveFile=15.787598, UnaccountedTime=0.361800, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_69, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=2.974019, FlushAsyncLoading=0.003997, FlushStreamingFunc=0.055637, BlockTillAllRequestsFinished=0.006329, ResetLoadersForSaveUnMarkAllObjects=0.152249, TagPackageExports=29.556643, BeginCacheForCookedPlatformData=0.006665, SerializeImports=32.702236, GatherLocalizableTextData=22.117428, MarkNames=0.158578, SerializeSummary=0.018656, SerializeNames=0.373129, SerializeGatherableTextData=0.198223, BuildExportMap=0.327151, SortExportsNonSeekfree=6.040659, SortExportsSeekfreeConstructor=0.084288, SortExportsSeekfreeInner=34.182751, SortExportsSeekfree=0.009995, BuildDependencyMap=0.226542, SerializeImportMap=0.024650, SerializeExportMap=0.120267, SerializeDependencyMap=0.075627, SerializeStringAssetReferenceMap=0.004996, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.325496, SerializeExports=44.548683, SerializeBulkData=0.013325, MoveFile=15.044011, UnaccountedTime=1.299281, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_70, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=8.350380, FlushAsyncLoading=0.011325, FlushStreamingFunc=0.099614, BlockTillAllRequestsFinished=0.009328, ResetLoadersForSaveUnMarkAllObjects=0.264186, TagPackageExports=44.195210, BeginCacheForCookedPlatformData=0.010662, SerializeImports=52.482628, GatherLocalizableTextData=23.801830, MarkNames=0.179566, SerializeSummary=0.019655, SerializeNames=0.383124, SerializeGatherableTextData=0.207551, BuildExportMap=0.328485, SortExportsNonSeekfree=7.380914, SortExportsSeekfreeConstructor=0.133928, SortExportsSeekfreeInner=38.770882, SortExportsSeekfree=0.009660, BuildDependencyMap=1.155693, SerializeImportMap=0.025652, SerializeExportMap=0.123929, SerializeDependencyMap=0.088952, SerializeStringAssetReferenceMap=0.006996, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.455754, SerializeExports=49.069511, SerializeBulkData=0.014327, MoveFile=1.617108, UnaccountedTime=1.357913, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_71, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=2.988681, FlushAsyncLoading=0.002999, FlushStreamingFunc=0.066962, BlockTillAllRequestsFinished=0.005998, ResetLoadersForSaveUnMarkAllObjects=0.154581, TagPackageExports=35.020622, BeginCacheForCookedPlatformData=0.007328, SerializeImports=34.680477, GatherLocalizableTextData=22.239361, MarkNames=0.160910, SerializeSummary=0.017323, SerializeNames=0.393450, SerializeGatherableTextData=0.203885, BuildExportMap=0.326153, SortExportsNonSeekfree=6.076306, SortExportsSeekfreeConstructor=0.087950, SortExportsSeekfreeInner=36.470818, SortExportsSeekfree=0.010327, BuildDependencyMap=0.231206, SerializeImportMap=0.023656, SerializeExportMap=0.127260, SerializeDependencyMap=0.048637, SerializeStringAssetReferenceMap=0.004001, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.712609, SerializeExports=46.002213, SerializeBulkData=0.011660, MoveFile=1.299948, UnaccountedTime=0.275515, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_72, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=10.079089, FlushAsyncLoading=0.006661, FlushStreamingFunc=0.066299, BlockTillAllRequestsFinished=0.006329, ResetLoadersForSaveUnMarkAllObjects=0.177234, TagPackageExports=35.611294, BeginCacheForCookedPlatformData=0.008330, SerializeImports=37.782093, GatherLocalizableTextData=24.704334, MarkNames=0.190228, SerializeSummary=0.021987, SerializeNames=0.419103, SerializeGatherableTextData=0.226539, BuildExportMap=0.426766, SortExportsNonSeekfree=8.893412, SortExportsSeekfreeConstructor=0.141256, SortExportsSeekfreeInner=42.651402, SortExportsSeekfree=0.011325, BuildDependencyMap=0.930153, SerializeImportMap=0.025321, SerializeExportMap=0.130262, SerializeDependencyMap=0.035312, SerializeStringAssetReferenceMap=0.004664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.539707, SerializeExports=52.422661, SerializeBulkData=0.013657, MoveFile=1.563136, UnaccountedTime=1.786344, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
